¶ÏÃæ,date_beijing,¾­¶È,Î³¶È,point_id,is_train,date_gmt,time_gmt,time_beijing,station_B1,station_B2,station_B3,station_B4,station_B5,station_B6,station_B7,station_B8,station_B8A,station_B9,station_B11,station_B12,veg_B1,veg_B2,veg_B3,veg_B4,veg_B5,veg_B6,veg_B7,veg_B8,veg_B8A,veg_B9,veg_B11,veg_B12,anomaly_B1,anomaly_B2,anomaly_B3,anomaly_B4,anomaly_B5,anomaly_B6,anomaly_B7,anomaly_B8,anomaly_B8A,anomaly_B9,anomaly_B11,anomaly_B12,veg_corrected_B1,veg_corrected_B2,veg_corrected_B3,veg_corrected_B4,veg_corrected_B5,veg_corrected_B6,veg_corrected_B7,veg_corrected_B8,veg_corrected_B8A,veg_corrected_B9,veg_corrected_B11,veg_corrected_B12,Ë®ÎÂ_avg,pH_avg,ÈÜ½âÑõ_avg,¸ßÃÌËáÑÎÖ¸Êý_avg,°±µª_avg,×ÜÁ×_avg,×Üµª_avg,µçµ¼ÂÊ_avg,×Ç¶È_avg
ÌÁÂ«¸ÛÕ¢,2020-04-13,121.816797,31.932779,point_31,1,2020/4/13,2:48,10:48:00,0.1024,0.0941,0.1104,0.0943,0.0914,0.0705,0.0651,0.0736,0.0607,0.113,0.0405,0.0351,0.093704343,0.090667323,0.11113462,0.107281156,0.15313819,0.237076423,0.261439516,0.278824393,0.272680567,0.295704848,0.179526357,0.134561632,0.03485,0.04045,0.0313499999999999,0.0349499999999999,0.0331,0.0397999999999999,0.03435,0.04535,0.036,0.02,0.01385,0.01215,0.008695657,0.003432677,-0.00073462,-0.012981156,-0.06173819,-0.166576423,-0.196339516,-0.205224393,-0.218124393,-0.182704848,-0.053204343,-0.058604343,,,,,,,,,
ÌÁÂ«¸ÛÕ¢,2020-04-15,121.816797,31.932779,point_31,1,2020/4/15,2:38,10:38:00,0.1055,0.1026,0.117,0.1148,0.1255,0.1046,0.1049,0.0946,0.0891,0.1205,0.0407,0.0299,0.093926499,0.100411574,0.121405036,0.118926236,0.16892525,0.253293937,0.284234125,0.293065458,0.295270268,0.289388379,0.20748352,0.161252391,0.03795,0.0489499999999999,0.03795,0.05545,0.0672,0.0739,0.07415,0.06635,0.0644,0.0274999999999999,0.01405,0.00695,0.011573501,0.0021884259999999,-0.004405036,-0.004126236,-0.04342525,-0.148693937,-0.179334125,-0.198465458,-0.203965458,-0.168888379,-0.053226499,-0.064026499,,,,,,,,,
ÌÁÂ«¸ÛÕ¢,2020-04-28,121.816797,31.932779,point_31,1,2020/4/28,2:48,10:48:00,0.0711,0.0636,0.0731,0.0526,0.0583,0.0403,0.0407,0.0401,0.0346,0.0998,0.0284,0.026,0.071498677,0.082600931,0.108072587,0.105768645,0.152925379,0.23588713,0.262124679,0.279702588,0.272461394,0.27525938,0.187249509,0.150058099,0.0035499999999999,0.00995,-0.00595,-0.00675,0.0,0.0096,0.00995,0.0118499999999999,0.0098999999999999,0.0068,0.00175,0.00305,-0.000398677,-0.019000931,-0.034972587,-0.053168645,-0.094625379,-0.19558713,-0.221424679,-0.239602588,-0.245102588,-0.17545938,-0.043098677,-0.045498677,,,,,,,,,
ÌÁÂ«¸ÛÕ¢,2020-04-30,121.816797,31.932779,point_31,1,2020/4/30,2:38,10:38:00,0.0956,0.0805,0.0998,0.0844,0.0975,0.0805,0.0784,0.0649,0.0704,0.1381,0.0673,0.0545,0.095985545,0.096095086,0.127020255,0.124701197,0.179237921,0.271607961,0.295905388,0.301502803,0.307711929,0.307083223,0.214744227,0.166127579,0.02805,0.02685,0.0207499999999999,0.02505,0.0392,0.0498,0.04765,0.03665,0.0457,0.0451,0.04065,0.03155,-0.000385545,-0.015595086,-0.027220255,-0.040301197,-0.081737921,-0.191107961,-0.217505388,-0.236602803,-0.231102803,-0.168983223,-0.028685545,-0.041485545,21.55,7.5,7.56,4.4675,0.0399999999999999,0.0953333333333333,1.83,2147.725,12.500000000000002
ÌÁÂ«¸ÛÕ¢,2020-05-03,121.816797,31.932779,point_31,1,2020/5/3,2:48,10:48:00,0.1281,0.1262,0.1444,0.1302,0.1462,0.1289,0.1306,0.121,0.1185,0.1602,0.0849,0.0663,0.111210207,0.10758941,0.126407467,0.1189946,0.167041003,0.246632696,0.270615909,0.268334311,0.280241049,0.299660817,0.190253576,0.140396124,0.0605499999999999,0.07255,0.0653499999999999,0.07085,0.0879,0.0981999999999999,0.09985,0.09275,0.0938,0.0672,0.05825,0.04335,0.0168897929999999,0.01861059,0.017992533,0.0112054,-0.020841003,-0.117732696,-0.140015909,-0.147334311,-0.149834311,-0.139460817,-0.026310207,-0.044910207,22.32,7.273999999999999,7.178,4.118,0.0689999999999999,0.1104,1.908,1780.94,19.42
ÌÁÂ«¸ÛÕ¢,2020-08-03,121.816797,31.932779,point_31,1,2020/8/3,2:38,10:38:00,0.0592,0.0477,0.0662,0.0488,0.049,0.0204,0.0194,0.0147,0.0133,0.1162,0.0293,0.0223,0.0615424,0.070845489,0.107766072,0.096854368,0.162519,0.29147484,0.343145394,0.33347248,0.357028412,0.349640586,0.248921762,0.174216039,-0.00835,-0.00595,-0.01285,-0.01055,-0.0093,-0.0103,-0.01135,-0.01355,-0.0114,0.0232,0.0026499999999999,-0.00065,-0.0023424,-0.023145489,-0.041566072,-0.048054368,-0.113519,-0.27107484,-0.323745394,-0.31877248,-0.32017248,-0.233440586,-0.0322424,-0.0392424,,,,,,,,,
ÌÁÂ«¸ÛÕ¢,2020-08-11,121.816797,31.932779,point_31,1,2020/8/11,2:48,10:48:00,0.0935,0.0773,0.105,0.0972,0.0981,0.0373,0.0415,0.0347,0.0247,0.105,0.0291,0.0227,0.057349047,0.056246345,0.086076192,0.072880102,0.128914722,0.251247074,0.290589357,0.277271318,0.308438637,0.296938146,0.194741322,0.118414725,0.02595,0.0236499999999999,0.0259499999999999,0.0378499999999999,0.0398,0.0066,0.01075,0.00645,0.0,0.0119999999999999,0.00245,-0.00025,0.036150953,0.0210536549999999,0.018923808,0.0243198979999999,-0.030814722,-0.213947074,-0.249089357,-0.242571318,-0.252571318,-0.191938146,-0.028249047,-0.034649047,,,,,,,,,
ÌÁÂ«¸ÛÕ¢,2020-08-13,121.816797,31.932779,point_31,1,2020/8/13,2:38,10:38:00,0.0776,0.0621,0.0869,0.0697,0.075,0.0306,0.0281,0.0237,0.0252,0.0932,0.0208,0.0161,0.057770495,0.064525205,0.096811024,0.083113777,0.145681281,0.271016409,0.320921926,0.304765261,0.332657919,0.324396189,0.229332323,0.155659142,0.01005,0.00845,0.0078499999999999,0.0103499999999999,0.0167,-0.0001,-0.00265,-0.00455,0.0005,0.0002,-0.00585,-0.00685,0.019829505,-0.002425205,-0.009911024,-0.013413777,-0.070681281,-0.240416409,-0.292821926,-0.281065261,-0.279565261,-0.231196189,-0.036970495,-0.041670495,,,,,,,,,
ÌÁÂ«¸ÛÕ¢,2020-08-16,121.816797,31.932779,point_31,1,2020/8/16,2:48,10:48:00,0.0749,0.0811,0.0998,0.0795,0.07,0.0325,0.0393,0.0386,0.0274,0.1063,0.0331,0.032,0.049308309,0.0590768,0.090276482,0.080751154,0.135089601,0.252957011,0.297147533,0.290390601,0.309148366,0.298972391,0.210806323,0.147761583,0.0073499999999999,0.02745,0.0207499999999999,0.02015,0.0117,0.0018,0.00855,0.01035,0.0027,0.0133,0.0064499999999999,0.00905,0.0255916909999999,0.0220232,0.0095235179999999,-0.001251154,-0.065089601,-0.220457011,-0.257847533,-0.251790601,-0.262990601,-0.192672391,-0.016208309,-0.017308309,,,,,,,,,
ÌÁÂ«¸ÛÕ¢,2020-08-18,121.816797,31.932779,point_31,1,2020/8/18,2:38,10:38:00,0.0861,0.064,0.082,0.0653,0.0657,0.0395,0.0437,0.0345,0.0355,0.1068,0.0245,0.0188,0.07137829,0.072555829,0.111057371,0.099041114,0.163197968,0.307946179,0.346886366,0.34051697,0.363420516,0.352211827,0.24747473,0.168241474,0.0185499999999999,0.0103499999999999,0.0029499999999999,0.0059499999999999,0.0073999999999999,0.0088,0.01295,0.00625,0.0107999999999999,0.0138,-0.00215,-0.00415,0.0147217099999999,-0.008555829,-0.029057371,-0.033741114,-0.097497968,-0.268446179,-0.303186366,-0.30601697,-0.30501697,-0.245411827,-0.04687829,-0.05257829,,,,,,,,,
ÌÁÂ«¸ÛÕ¢,2020-08-23,121.816797,31.932779,point_31,1,2020/8/23,2:38,10:38:00,0.0731,0.0448,0.057,0.038,0.0376,0.0248,0.0273,0.0165,0.024,0.1057,0.022,0.0191,0.066835609,0.074165891,0.107063075,0.094123952,0.155865889,0.288476489,0.339634712,0.331323456,0.353093614,0.345576741,0.242644672,0.16892174,0.0055499999999999,-0.00885,-0.02205,-0.02135,-0.0207,-0.0059,-0.00345,-0.01175,-0.0007,0.0127,-0.00465,-0.00385,0.0062643909999999,-0.029365891,-0.050063075,-0.056123952,-0.118265889,-0.263676489,-0.312334712,-0.314823456,-0.307323456,-0.239876741,-0.044835609,-0.047735609,,,,,,,,,
ÌÁÂ«¸ÛÕ¢,2020-08-31,121.816797,31.932779,point_31,1,2020/8/31,2:48,10:48:00,0.2166,0.1394,0.1578,0.1604,0.1959,0.2119,0.2324,0.149,0.2243,0.2928,0.1975,0.1693,0.136190854,0.124699074,0.14342189,0.127340203,0.176327113,0.278794523,0.31147966,0.293133795,0.322437733,0.335139719,0.21719481,0.151355399,0.14905,0.0857499999999999,0.0787499999999999,0.1010499999999999,0.1376,0.1812,0.20165,0.12075,0.1996,0.1998,0.17085,0.14635,0.0804091459999999,0.014700926,0.01437811,0.0330597969999999,0.0195728869999999,-0.066894523,-0.07907966,-0.144133795,-0.068833795,-0.042339719,0.061309146,0.033109146,,,,,,,,,
ÌÁÂ«¸ÛÕ¢,2020-09-05,121.816797,31.932779,point_31,1,2020/9/5,2:48,10:48:00,0.0671,0.0456,0.0569,0.0378,0.0363,0.0199,0.0169,0.0143,0.0137,0.1355,0.0199,0.0221,0.045210823,0.054458739,0.082324224,0.068802822,0.123426114,0.258437182,0.302912196,0.310407106,0.316075852,0.315717376,0.190419984,0.125431495,-0.00045,-0.00805,-0.02215,-0.02155,-0.022,-0.0108,-0.01385,-0.01395,-0.011,0.0425,-0.00675,-0.00085,0.021889177,-0.008858739,-0.025424224,-0.031002822,-0.087126114,-0.238537182,-0.286012196,-0.296107106,-0.296707106,-0.180217376,-0.025310823,-0.023110823,,,,,,,,,
ÌÁÂ«¸ÛÕ¢,2020-09-07,121.816797,31.932779,point_31,1,2020/9/7,2:38,10:38:00,0.1061,0.0814,0.0921,0.0734,0.0767,0.0643,0.0578,0.0545,0.0478,0.137,0.0333,0.0259,0.095253845,0.089015002,0.114559249,0.099170716,0.155660044,0.291861549,0.329803407,0.333657323,0.34642206,0.341991204,0.224085813,0.147056831,0.03855,0.0277499999999999,0.0130499999999999,0.01405,0.0184,0.0336,0.0270499999999999,0.02625,0.0231,0.044,0.00665,0.00295,0.0108461549999999,-0.007615002,-0.022459249,-0.025770716,-0.078960044,-0.227561549,-0.272003407,-0.279157323,-0.285857323,-0.204991204,-0.061953845,-0.069353845,,,,,,,,,
ÌÁÂ«¸ÛÕ¢,2020-09-27,121.816797,31.932779,point_31,1,2020/9/27,2:38,10:38:00,0.0745,0.0568,0.0797,0.0606,0.0528,0.0197,0.0301,0.0229,0.0216,0.0959,0.0218,0.0167,0.063428739,0.059754158,0.091458244,0.07776253,0.137509499,0.271023985,0.304121317,0.312797203,0.320215647,0.316300646,0.203686861,0.132817455,0.0069499999999999,0.00315,0.0006499999999999,0.00125,-0.0055,-0.011,-0.00065,-0.00535,-0.0031,0.0029,-0.00485,-0.00625,0.0110712609999999,-0.002954158,-0.011758244,-0.01716253,-0.084709499,-0.251323985,-0.274021317,-0.289897203,-0.291197203,-0.220400646,-0.041628739,-0.046728739,,,,,,,,,
ÌÁÂ«¸ÛÕ¢,2020-09-30,121.816797,31.932779,point_31,1,2020/9/30,2:48,10:48:00,0.1084,0.1222,0.147,0.1364,0.1276,0.1129,0.1068,0.1366,0.109,0.1562,0.0931,0.0746,0.110173099,0.104826945,0.127834041,0.117506622,0.168753926,0.263089728,0.291294466,0.292164147,0.304682286,0.327141338,0.209176506,0.1495274,0.04085,0.06855,0.0679499999999999,0.07705,0.0693,0.0822,0.07605,0.10835,0.0843,0.0632,0.06645,0.05165,-0.001773099,0.017373055,0.0191659589999999,0.0188933779999999,-0.041153926,-0.150189728,-0.184494466,-0.155564147,-0.183164147,-0.170941338,-0.017073099,-0.035573099,,,,,,,,,
ÌÁÂ«¸ÛÕ¢,2020-10-02,121.816797,31.932779,point_31,1,2020/10/2,2:38,10:38:00,0.0906,0.0766,0.0904,0.0653,0.0644,0.053,0.0534,0.045,0.0477,0.1215,0.0301,0.0207,0.080322656,0.085605963,0.108941989,0.097589235,0.155055523,0.260952632,0.301296179,0.299135997,0.31761607,0.315164926,0.217849973,0.152317522,0.02305,0.0229499999999999,0.0113499999999999,0.0059499999999999,0.0061,0.0223,0.02265,0.0167499999999999,0.023,0.0284999999999999,0.0034499999999999,-0.00225,0.0102773439999999,-0.009005963,-0.018541989,-0.032289235,-0.090655523,-0.207952632,-0.247896179,-0.254135997,-0.251435997,-0.193664926,-0.050222656,-0.059622656,,,,,,,,,
ÌÁÂ«¸ÛÕ¢,2020-10-12,121.816797,31.932779,point_31,1,2020/10/12,2:38,10:38:00,0.0657,0.0503,0.0725,0.0539,0.0547,0.0206,0.0273,0.0202,0.0205,0.098,0.017,0.0197,0.054019638,0.061008481,0.090026219,0.0859584,0.140671377,0.234511107,0.26768508,0.275615288,0.284671343,0.283420689,0.203066626,0.14518218,-0.00185,-0.00335,-0.00655,-0.00545,-0.0036,-0.0101,-0.00345,-0.00805,-0.0042,0.005,-0.00965,-0.00325,0.0116803619999999,-0.010708481,-0.017526219,-0.0320584,-0.085971377,-0.213911107,-0.24038508,-0.255415288,-0.255115288,-0.185420689,-0.037019638,-0.034319638,,,,,,,,,
ÌÁÂ«¸ÛÕ¢,2020-10-30,121.816797,31.932779,point_31,1,2020/10/30,2:48,10:48:00,0.0657,0.0581,0.0915,0.076,0.0676,0.0314,0.0348,0.028,0.0233,0.0897,0.029,0.0233,0.048528743,0.052701092,0.083131353,0.086896712,0.131621827,0.198524507,0.220525967,0.23122497,0.238379329,0.238386861,0.185911611,0.134636501,-0.00185,0.0044499999999999,0.0124499999999999,0.0166499999999999,0.0092999999999999,0.0006999999999999,0.0040499999999999,-0.00025,-0.0014,-0.0033,0.00235,0.00035,0.0171712569999999,0.005398908,0.0083686469999999,-0.010896712,-0.064021827,-0.167124507,-0.185725967,-0.20322497,-0.20792497,-0.148686861,-0.019528743,-0.025228743,,,,,,,,,
ÌÁÂ«¸ÛÕ¢,2020-11-09,121.816797,31.932779,point_31,1,2020/11/9,2:48,10:48:00,0.1082,0.1044,0.137,0.1394,0.1537,0.1481,0.1633,0.1324,0.1621,0.1556,0.1482,0.1388,0.079697597,0.082363143,0.108450469,0.11587196,0.157152589,0.211890446,0.231614563,0.244053869,0.247536138,0.246841957,0.211600068,0.160802752,0.04065,0.05075,0.05795,0.08005,0.0954,0.1174,0.13255,0.1041499999999999,0.1374,0.0625999999999999,0.1215499999999999,0.11585,0.028502403,0.022036857,0.028549531,0.02352804,-0.003452589,-0.063790446,-0.068314563,-0.111653869,-0.081953869,-0.091241957,0.068502403,0.059102403,17.983333333333334,7.813333333333333,4.911666666666666,3.75,0.1231666666666666,0.1138333333333333,1.9866666666666664,1525.1166666666666,33.233333333333334
ÌÁÂ«¸ÛÕ¢,2020-11-14,121.816797,31.932779,point_31,1,2020/11/14,2:48,10:48:00,0.0578,0.063,0.0877,0.0635,0.057,0.0232,0.0269,0.0228,0.0169,0.0926,0.0201,0.0208,0.047232624,0.061050826,0.084405212,0.091701199,0.131395086,0.185570037,0.206079261,0.219860183,0.221747609,0.234030614,0.18766244,0.145925048,-0.00975,0.0093499999999999,0.0086499999999999,0.00415,-0.0013,-0.0075,-0.00385,-0.00545,-0.0078,-0.0004,-0.00655,-0.00215,0.0105673759999999,0.0019491739999999,0.003294788,-0.028201199,-0.074395086,-0.162370037,-0.179179261,-0.197060183,-0.202960183,-0.141430614,-0.027132624,-0.026432624,17.6,7.955000000000001,5.461666666666666,4.165,0.0951666666666666,0.1148,1.9433333333333327,2061.05,34.28333333333334
ÌÁÂ«¸ÛÕ¢,2020-12-01,121.816797,31.932779,point_31,1,2020/12/1,2:38,10:38:00,0.0609,0.0576,0.0838,0.0673,0.0536,0.0261,0.0325,0.0277,0.0247,0.0835,0.0215,0.0186,0.04850023,0.056090207,0.078907767,0.081991796,0.122388699,0.181993651,0.201403841,0.213413084,0.214455029,0.219791139,0.178522484,0.132073326,-0.00665,0.0039499999999999,0.0047499999999999,0.0079499999999999,-0.0047,-0.0046,0.00175,-0.00055,0.0,-0.0095,-0.00515,-0.00435,0.01239977,0.0015097929999999,0.0048922329999999,-0.014691796,-0.068788699,-0.155893651,-0.168903841,-0.185713084,-0.188713084,-0.136291139,-0.02700023,-0.02990023,13.5,7.777500000000001,5.5425,4.8100000000000005,0.5515,0.1385,2.7350000000000003,1426.325,29.6
ÌÁÂ«¸ÛÕ¢,2020-12-16,121.816797,31.932779,point_31,1,2020/12/16,2:38,10:38:00,0.1355,0.1186,0.1344,0.1184,0.1167,0.0813,0.0773,0.0818,0.0667,0.1042,0.0341,0.0265,0.107483578,0.100527355,0.115659101,0.114244796,0.14521622,0.193732807,0.207386088,0.224771769,0.220973832,0.213101898,0.18394136,0.138180686,0.06795,0.06495,0.0553499999999999,0.05905,0.0584,0.0506,0.0465499999999999,0.05355,0.0419999999999999,0.0112,0.0074499999999999,0.00355,0.028016422,0.018072645,0.0187408989999999,0.004155204,-0.02851622,-0.112432807,-0.130086088,-0.142971769,-0.158071769,-0.108901898,-0.073383578,-0.080983578,9.375,7.99,8.0325,3.71,0.206,0.15475,2.473333333333333,816.075,
ÌÁÂ«¸ÛÕ¢,2020-12-19,121.816797,31.932779,point_31,1,2020/12/19,2:48,10:48:00,0.0747,0.0686,0.1022,0.0825,0.0704,0.0332,0.029,0.0325,0.0227,0.1003,0.0355,0.0315,0.054072231,0.058612914,0.085713789,0.093814929,0.128831049,0.179383508,0.194721804,0.210807733,0.209769851,0.220329503,0.180805649,0.136815918,0.00715,0.0149499999999999,0.0231499999999999,0.02315,0.0121,0.0025,-0.00175,0.00425,-0.002,0.0073,0.0088499999999999,0.00855,0.020627769,0.0099870859999999,0.016486211,-0.011314929,-0.058431049,-0.146183508,-0.165721804,-0.178307733,-0.188107733,-0.120029503,-0.018572231,-0.022572231,8.94,8.076000000000002,8.306000000000001,3.56,0.1957999999999999,0.109,2.3,1359.9599999999998,29.92
ÌÁÂ«¸ÛÕ¢,2020-12-21,121.816797,31.932779,point_31,1,2020/12/21,2:38,10:38:00,0.0781,0.0781,0.0929,0.0678,0.0586,0.0412,0.0429,0.0362,0.0323,0.082,0.0246,0.0181,0.062525273,0.07077575,0.089523125,0.097894525,0.132324676,0.184978786,0.203217575,0.224847374,0.218199819,0.205914445,0.18594041,0.141900668,0.01055,0.02445,0.0138499999999999,0.00845,0.0003,0.0105,0.01215,0.00795,0.0076,-0.011,-0.00205,-0.00485,0.0155747269999999,0.00732425,0.003376875,-0.030094525,-0.073724676,-0.143778786,-0.160317575,-0.188647374,-0.192547374,-0.123914445,-0.037925273,-0.044425273,9.1,8.055,8.844999999999999,3.86,0.203,0.0975,2.24,1840.6,19.45
ÌÁÂ«¸ÛÕ¢,2020-12-31,121.816797,31.932779,point_31,1,2020/12/31,2:38,10:38:00,0.0747,0.0695,0.0946,0.063,0.0484,0.027,0.0285,0.0257,0.0213,0.0842,0.0215,0.0188,0.056735676,0.068985219,0.090871407,0.102058218,0.129535794,0.175060927,0.192494308,0.219049573,0.209526164,0.193772817,0.193987052,0.153364811,0.00715,0.01585,0.0155499999999999,0.00365,-0.0099,-0.0037,-0.00225,-0.00255,-0.0034,-0.0088,-0.00515,-0.00415,0.017964324,0.000514781,0.003728593,-0.039058218,-0.081135794,-0.148060927,-0.163994308,-0.193349573,-0.197749573,-0.109572817,-0.035235676,-0.037935676,6.333333333333335,8.168333333333335,9.511666666666668,3.7883333333333336,0.176,0.0944999999999999,2.2983333333333333,2193.4,23.46666666666667
ÌÁÂ«¸ÛÕ¢,2021-01-08,121.816797,31.932779,point_31,1,2021/1/8,2:48,10:48:00,0.0534,0.0414,0.078,0.0849,0.0836,0.0489,0.0501,0.0479,0.0328,0.078,0.019,0.0182,0.041404398,0.050668022,0.080465693,0.100425145,0.124197058,0.156048557,0.172076153,0.197854452,0.190721718,0.183379349,0.190601302,0.149286438,-0.01415,-0.01225,-0.00105,0.02555,0.0252999999999999,0.0182,0.01935,0.0196499999999999,0.0081,-0.015,-0.00765,-0.00475,0.011995602,-0.009268022,-0.002465693,-0.015525145,-0.040597058,-0.107148557,-0.121976153,-0.149954452,-0.165054452,-0.105379349,-0.022404398,-0.023204398,4.449999999999999,8.095,9.825,4.83,0.2895,0.1023333333333333,2.475,3142.025,19.73333333333333
ÌÁÂ«¸ÛÕ¢,2021-01-13,121.816797,31.932779,point_31,1,2021/1/13,2:48,10:48:00,0.0445,0.0498,0.0775,0.0555,0.0437,0.0211,0.0217,0.021,0.0185,0.0883,0.0236,0.0226,0.036693323,0.05763547,0.079956911,0.101825007,0.12445436,0.14968811,0.164421982,0.186521032,0.181598341,0.189839603,0.188624224,0.153438639,-0.02305,-0.00385,-0.00155,-0.00385,-0.0146,-0.0096,-0.00905,-0.00725,-0.0062,-0.0047,-0.00305,-0.00035,0.0078066769999999,-0.00783547,-0.002456911,-0.046325007,-0.08075436,-0.12858811,-0.142721982,-0.165521032,-0.168021032,-0.101539603,-0.013093323,-0.014093323,4.8,8.018333333333333,9.803333333333333,3.945,0.3133333333333333,0.109,2.53,1314.0833333333333,19.816666666666663
ÌÁÂ«¸ÛÕ¢,2021-01-15,121.816797,31.932779,point_31,1,2021/1/15,2:38,10:38:00,0.0687,0.0474,0.0752,0.0569,0.0528,0.0404,0.0441,0.0412,0.044,0.1247,0.0537,0.0448,0.063578417,0.070665769,0.098706436,0.120721536,0.147672112,0.174896779,0.189494116,0.20887839,0.207476212,0.208605993,0.207249029,0.162602224,0.0011499999999999,-0.00625,-0.00385,-0.00245,-0.0055,0.0097,0.01335,0.01295,0.0192999999999999,0.0317,0.0270499999999999,0.02185,0.0051215829999999,-0.023265769,-0.023506436,-0.063821536,-0.094872112,-0.134496779,-0.145394116,-0.16767839,-0.16487839,-0.083905993,-0.009878417,-0.018778417,6.050000000000001,8.041666666666666,10.03,4.346666666666667,0.3138333333333333,0.1068333333333333,2.5516666666666667,1947.85,18.61666666666667
ÌÁÂ«¸ÛÕ¢,2021-01-18,121.816797,31.932779,point_31,1,2021/1/18,2:48,10:48:00,0.047,0.0394,0.0582,0.0361,0.0316,0.0242,0.0202,0.023,0.0224,0.0883,0.0298,0.0248,0.05547767,0.063610522,0.090771654,0.111415816,0.134364715,0.157648607,0.171172027,0.193569552,0.188676341,0.193354625,0.192019375,0.149170927,-0.02055,-0.01425,-0.02085,-0.02325,-0.0267,-0.0065,-0.01055,-0.00525,-0.0023,-0.0047,0.00315,0.00185,-0.00847767,-0.024210522,-0.032571654,-0.075315816,-0.102764715,-0.133448607,-0.150972027,-0.170569552,-0.171169552,-0.105054625,-0.02567767,-0.03067767,6.133333333333333,8.108333333333333,10.391666666666667,5.141666666666667,0.2923333333333333,0.105,2.4883333333333333,3524.566666666666,15.433333333333332
ÌÁÂ«¸ÛÕ¢,2021-01-30,121.816797,31.932779,point_31,1,2021/1/30,2:38,10:38:00,0.0691,0.0635,0.0835,0.0652,0.0626,0.0425,0.0489,0.0444,0.0419,0.1152,0.0391,0.0334,0.063538485,0.07649697,0.098204275,0.112988523,0.140001134,0.166289318,0.179178565,0.196610042,0.19356423,0.204165008,0.197242072,0.1603428,0.0015499999999999,0.0098499999999999,0.0044499999999999,0.0058499999999999,0.0043,0.0118,0.01815,0.01615,0.0172,0.0221999999999999,0.01245,0.01045,0.0055615149999999,-0.01299697,-0.014704275,-0.047788523,-0.077401134,-0.123789318,-0.130278565,-0.152210042,-0.154710042,-0.088965008,-0.024438485,-0.030138485,9.179999999999998,8.084,8.916,3.758,0.2696,0.1132,2.468,1385.46,20.32
ÌÁÂ«¸ÛÕ¢,2021-02-02,121.816797,31.932779,point_31,1,2021/2/2,2:48,10:48:00,0.0555,0.0509,0.0701,0.0521,0.051,0.0437,0.0461,0.0451,0.0392,0.101,0.0415,0.0335,0.051575658,0.067358414,0.085840839,0.097400574,0.121251761,0.14636174,0.157882093,0.174007884,0.170068846,0.180897593,0.164184642,0.132213227,-0.01205,-0.00275,-0.00895,-0.00725,-0.0073,0.013,0.01535,0.01685,0.0144999999999999,0.008,0.01485,0.01055,0.0039243419999999,-0.016458414,-0.015740839,-0.045300574,-0.070251761,-0.10266174,-0.111782093,-0.128907884,-0.134807884,-0.079897593,-0.010075658,-0.018075658,9.483333333333333,7.971666666666667,8.288333333333334,3.805,0.3286666666666666,0.1045,2.4883333333333337,1789.6333333333332,16.166666666666668
ÌÁÂ«¸ÛÕ¢,2021-02-04,121.816797,31.932779,point_31,1,2021/2/4,2:38,10:38:00,0.0828,0.0591,0.073,0.0495,0.064,0.0532,0.0512,0.0408,0.0506,0.1122,0.0541,0.0396,0.080180004,0.076600084,0.096724121,0.108136791,0.135341627,0.166590132,0.178800728,0.197011553,0.193250477,0.192657534,0.190516949,0.14900866,0.01525,0.0054499999999999,-0.00605,-0.00985,0.0057,0.0225,0.02045,0.01255,0.0259,0.0191999999999999,0.02745,0.01665,0.0026199959999999,-0.017500084,-0.023724121,-0.058636791,-0.071341627,-0.113390132,-0.127600728,-0.156211553,-0.146411553,-0.080457534,-0.026080004,-0.040580004,9.798333333333334,8.041666666666666,8.969999999999999,3.9423333333333326,0.3128166666666667,0.1046166666666666,2.4805,2002.6666666666667,14.163333333333332
ÌÁÂ«¸ÛÕ¢,2021-02-07,121.816797,31.932779,point_31,1,2021/2/7,2:48,10:48:00,0.0605,0.0484,0.0636,0.0531,0.0728,0.0645,0.0605,0.0394,0.0549,0.0875,0.0674,0.0519,0.057000964,0.060981453,0.082166229,0.095678424,0.121362647,0.147602339,0.158415706,0.169458243,0.170289481,0.178557121,0.169033212,0.132142658,-0.00705,-0.00525,-0.01545,-0.00625,0.0145,0.0338,0.02975,0.0111499999999999,0.0301999999999999,-0.0055,0.04075,0.02895,0.0034990359999999,-0.012581453,-0.018566229,-0.042578424,-0.048562647,-0.083102339,-0.097915706,-0.130058243,-0.114558243,-0.091057121,0.010399036,-0.005100964,10.775,7.878333333333333,8.147833333333333,3.7025,0.4211166666666666,0.11345,2.597833333333333,1774.5666666666666,18.73333333333333
ÌÁÂ«¸ÛÕ¢,2021-02-09,121.816797,31.932779,point_31,1,2021/2/9,2:38,10:38:00,0.0564,0.0262,0.0339,0.0197,0.0292,0.021,0.0283,0.0096,0.0257,0.0984,0.0326,0.0292,0.047974761,0.059239089,0.081745668,0.097664925,0.127683542,0.160495782,0.174563424,0.191676885,0.188478808,0.195346265,0.192471795,0.157577142,-0.01115,-0.02745,-0.04515,-0.03965,-0.0291,-0.0097,-0.00245,-0.01865,0.001,0.0054,0.0059499999999999,0.00625,0.008425239,-0.033039089,-0.047845668,-0.077964925,-0.098483542,-0.139495782,-0.146263424,-0.182076885,-0.165976885,-0.096946265,-0.015374761,-0.018774761,10.611666666666666,8.055000000000001,9.338666666666668,4.492166666666667,0.3100333333333333,0.1091333333333333,2.498833333333333,2363.4500000000003,17.386666666666667
